,B01003_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B01001I_001E,B09020_001E,B15003_002E,B15003_017E,B15003_022E,B15003_023E,B15003_025E,B17001_002E,B27001_002E,B27001_030E,NAME,state,place
912,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,"Tonsina CDP, Alaska",02,78350
913,389,6,5,29,0,12,0,5,7,10,4,0,3,295,0,47,0,0,0,15,81,0,88,8,25,0,73,240,149,"Trapper Creek CDP, Alaska",02,78680
914,434,0,2,1,0,0,0,2,1,1,0,4,0,28,0,400,2,0,0,10,11,0,100,3,4,0,266,247,187,"Tuluksak CDP, Alaska",02,78790
915,477,1,2,10,2,3,0,6,5,11,7,2,2,3,0,464,0,0,0,0,51,6,79,4,5,0,179,270,207,"Tuntutuliak CDP, Alaska",02,79120
916,301,0,5,2,4,0,0,2,2,7,4,1,3,4,0,284,0,0,0,0,30,0,57,8,0,0,110,167,134,"Tununak CDP, Alaska",02,79230
917,83,0,2,0,0,0,0,1,1,1,0,2,0,2,0,80,0,0,0,0,7,0,15,0,0,0,26,44,39,"Twin Hills CDP, Alaska",02,79780
918,461,0,0,0,0,0,0,0,0,0,0,0,0,364,0,97,0,0,0,0,0,0,0,95,53,0,63,264,197,"Two Rivers CDP, Alaska",02,79830
919,326,0,0,8,0,1,0,0,0,4,0,0,0,10,0,252,8,3,0,47,13,0,79,9,7,0,72,156,170,"Tyonek CDP, Alaska",02,79890
920,11,0,0,1,0,2,0,0,1,0,0,0,0,2,0,9,0,0,0,0,4,0,7,0,0,0,0,6,5,"Ugashik CDP, Alaska",02,80100
921,685,12,9,9,10,2,1,9,12,13,6,5,6,81,0,473,80,0,0,1,94,0,162,56,26,2,92,367,318,"Unalakleet city, Alaska",02,80660
922,4809,46,17,45,2,4,1,26,37,20,14,5,9,1453,269,184,2154,102,262,683,226,7,1173,465,102,0,293,2892,1891,"Unalaska city, Alaska",02,80770
923,255,3,7,0,0,2,0,0,4,1,3,0,0,25,0,223,0,0,0,5,20,0,58,1,0,0,46,118,137,"Upper Kalskag city, Alaska",02,81320
924,3921,73,37,22,36,2,1,62,39,93,3,0,13,3388,4,157,89,3,14,266,381,0,631,676,292,0,222,1883,1811,"Valdez city, Alaska",02,82200
925,164,2,2,4,0,0,0,0,4,0,0,1,0,0,0,163,0,0,0,0,13,1,33,0,1,0,86,91,73,"Venetie CDP, Alaska",02,82420
926,513,6,2,2,4,3,0,1,1,4,5,0,0,32,0,439,0,0,0,12,28,0,108,10,0,0,69,317,196,"Wainwright city, Alaska",02,82750
927,159,0,0,5,1,0,0,0,0,0,0,0,1,1,0,148,0,0,0,0,7,0,34,3,0,0,65,105,54,"Wales city, Alaska",02,82860
928,9296,73,67,181,200,21,11,38,113,156,225,74,94,7462,184,433,243,19,14,503,1253,43,1527,605,196,17,1307,4583,4553,"Wasilla city, Alaska",02,83080
929,13,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,"Whale Pass CDP, Alaska",02,84000
930,173,3,3,2,1,0,0,2,1,0,1,0,0,16,0,155,0,0,0,0,13,0,42,9,6,0,53,96,77,"White Mountain city, Alaska",02,84070
931,113,0,2,0,2,0,0,0,0,0,0,0,0,97,0,0,16,0,0,5,4,0,18,24,18,0,12,74,39,"Whitestone CDP, Alaska",02,84120
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whitestone Logging Camp CDP, Alaska",02,84200
933,446,3,3,9,1,1,0,5,15,5,10,0,0,209,9,36,104,21,6,43,52,2,56,44,7,3,55,207,239,"Whittier city, Alaska",02,84510
934,2121,21,54,22,24,9,4,27,15,21,32,9,5,1838,7,135,15,0,0,114,243,18,347,245,76,6,344,1127,994,"Willow CDP, Alaska",02,85280
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Willow Creek CDP, Alaska",02,85290
936,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,"Wiseman CDP, Alaska",02,85610
937,869,39,13,11,18,0,0,0,11,15,0,0,0,705,0,135,24,0,0,15,107,0,121,101,34,0,116,439,411,"Womens Bay CDP, Alaska",02,85680
938,2475,25,39,40,103,56,9,37,61,63,80,27,15,1632,4,548,77,0,1,78,555,2,612,239,105,9,287,1276,1182,"Wrangell city and borough, Alaska",02,86380
939,653,12,18,9,13,0,2,5,6,13,7,2,8,300,6,198,22,9,7,38,95,0,150,81,8,2,42,337,316,"Yakutat CDP, Alaska",02,86490
940,1240,0,28,0,11,10,3,0,14,11,0,0,0,1101,0,0,0,0,114,1178,77,78,94,8,0,0,726,832,408,"Aguila CDP, Arizona",04,00730
941,3525,82,79,154,76,74,74,108,59,116,125,125,52,2600,0,577,65,0,172,1538,1124,78,606,183,118,9,1150,1772,1737,"Ajo CDP, Arizona",04,00870
942,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,11,0,0,0,4,16,17,"Ak Chin CDP, Arizona",04,00940
943,1101,12,7,5,3,0,0,1,0,2,10,0,6,50,3,965,0,0,7,150,46,6,187,22,0,4,436,569,511,"Ak-Chin Village CDP, Arizona",04,01090
944,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,"Alamo Lake CDP, Arizona",04,01170
945,120,0,0,0,0,0,0,0,0,8,0,0,0,0,0,114,0,0,0,28,8,0,52,0,0,0,59,39,81,"Ali Chuk CDP, Arizona",04,01560
946,107,0,8,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,8,0,32,0,0,0,17,65,42,"Ali Chukson CDP, Arizona",04,01570
947,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,63,0,0,0,0,4,0,12,7,0,0,4,21,42,"Ali Molina CDP, Arizona",04,01620
948,86,0,7,0,0,0,0,0,0,0,0,3,0,86,0,0,0,0,0,31,10,0,10,12,0,0,24,40,46,"Alpine CDP, Arizona",04,01920
949,104,0,0,0,0,0,0,0,0,23,0,0,0,104,0,0,0,0,0,43,23,0,46,25,10,0,0,56,48,"Amado CDP, Arizona",04,01990
950,86,4,0,0,0,0,0,4,3,0,3,0,0,5,0,81,0,0,0,0,14,0,30,8,0,0,39,43,43,"Anegam CDP, Arizona",04,02270
951,147,0,12,0,4,8,0,0,0,4,11,0,4,142,0,5,0,0,0,8,43,4,53,13,0,0,47,73,74,"Antares CDP, Arizona",04,02410
952,22980,184,657,650,242,98,89,365,382,615,206,279,79,21440,256,89,524,42,256,1642,3846,95,1851,4992,1848,163,1005,10836,12144,"Anthem CDP, Arizona",04,02430
953,38452,629,922,1620,1444,750,301,840,1268,1584,1272,734,666,35000,461,703,452,0,641,5580,12030,346,8113,2784,1176,128,7810,18661,19722,"Apache Junction city, Arizona",04,02830
954,627,31,15,53,32,41,16,38,15,0,64,8,0,602,0,25,0,0,0,36,313,0,172,77,73,0,133,333,279,"Arivaca CDP, Arizona",04,03320
955,1187,0,0,20,30,0,0,47,33,33,24,0,17,995,0,0,0,0,192,796,204,36,122,104,13,0,295,442,745,"Arivaca Junction CDP, Arizona",04,03380
956,11030,267,141,282,236,134,24,287,191,258,199,21,34,9333,236,588,31,0,452,4515,2074,77,1735,677,237,0,2248,5365,5660,"Arizona City CDP, Arizona",04,03530
957,1129,0,65,35,1,0,18,3,2,63,5,15,46,646,4,407,0,0,5,213,253,33,229,65,66,0,391,531,598,"Arizona Village CDP, Arizona",04,03915
958,97,0,0,17,0,9,0,0,0,5,11,4,0,91,0,0,0,0,6,41,46,0,6,0,0,0,11,56,41,"Arlington CDP, Arizona",04,04020
959,824,24,21,23,21,0,0,31,28,41,0,0,0,725,0,0,0,0,99,424,189,0,95,0,0,0,485,407,417,"Ash Fork CDP, Arizona",04,04440
960,3444,18,8,38,99,36,18,15,53,101,71,50,9,1861,30,12,50,0,1341,2670,516,83,420,13,54,0,1199,1931,1513,"Avenue B and C CDP, Arizona",04,04710
961,81590,629,597,809,388,217,171,439,752,792,582,452,216,58235,8805,1344,2877,152,7239,40929,6044,1135,11136,6098,2448,182,13264,39817,41314,"Avondale city, Arizona",04,04720
962,5227,107,167,166,95,32,31,75,89,121,110,90,34,4237,104,14,35,0,564,1385,1117,59,1011,284,102,0,1041,2859,2368,"Avra Valley CDP, Arizona",04,04880
963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aztec CDP, Arizona",04,04930
964,1737,17,0,16,6,6,0,22,0,7,5,0,0,1584,0,6,0,0,116,524,79,0,249,105,13,0,40,983,754,"Bagdad CDP, Arizona",04,05140
965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bear Flat CDP, Arizona",04,05450
966,1587,57,104,102,116,51,0,49,105,0,111,0,0,1587,0,0,0,0,0,215,695,104,528,55,0,0,263,810,777,"Beaver Dam CDP, Arizona",04,05490
967,166,6,26,25,0,0,0,0,0,10,0,0,0,166,0,0,0,0,0,14,67,0,43,0,23,0,0,82,84,"Beaver Valley CDP, Arizona",04,05495
968,4916,22,189,140,223,124,52,76,143,314,276,83,158,4503,65,139,8,0,147,1153,1800,11,947,351,260,72,1261,2137,2730,"Benson city, Arizona",04,05770
969,219,11,0,0,0,3,0,0,0,0,4,0,0,139,0,0,0,0,80,213,18,8,34,0,3,0,121,120,99,"Beyerville CDP, Arizona",04,05970
970,5261,88,207,173,127,66,84,105,145,177,138,72,102,4665,45,18,25,0,395,1716,1484,15,653,706,381,34,1318,2419,2589,"Bisbee city, Arizona",04,06260
971,417,0,0,4,4,0,0,0,8,8,5,6,6,0,0,417,0,0,0,0,41,0,116,4,0,0,246,188,229,"Bitter Springs CDP, Arizona",04,06470
972,2892,118,59,98,62,32,27,84,83,178,18,26,83,2844,0,18,1,0,12,244,868,14,730,168,68,21,532,1490,1402,"Black Canyon City CDP, Arizona",04,06610
973,1653,49,10,9,11,0,9,9,9,15,0,0,14,90,8,1393,34,41,10,124,135,14,232,21,0,0,814,795,858,"Blackwater CDP, Arizona",04,06820
974,875,6,6,27,39,11,15,25,25,28,61,12,26,740,0,73,0,0,16,128,281,0,219,47,41,0,134,414,461,"Bluewater CDP, Arizona",04,07025
975,927,40,33,32,155,33,21,10,4,98,73,21,17,922,0,0,5,0,0,0,537,0,344,32,63,3,75,498,429,"Bouse CDP, Arizona",04,07310
976,337,15,0,22,28,7,7,7,5,22,8,12,0,267,0,0,0,0,28,197,133,9,73,7,0,0,45,175,162,"Bowie CDP, Arizona",04,07380
977,392,25,11,60,18,31,24,6,32,55,32,22,10,392,0,0,0,0,0,6,326,0,139,12,29,5,41,200,192,"Brenda CDP, Arizona",04,07590
978,69,0,0,0,0,0,0,0,0,13,0,0,0,69,0,0,0,0,0,29,13,0,13,7,0,0,26,36,33,"Bryce CDP, Arizona",04,07915
979,62090,562,710,827,501,192,108,674,899,838,574,228,222,47514,5218,1129,1032,148,5366,22148,6335,881,7759,5064,1224,225,7174,27557,28439,"Buckeye city, Arizona",04,07940
980,27,0,0,0,0,8,7,0,0,6,6,0,0,27,0,0,0,0,0,21,27,13,8,0,0,0,13,15,12,"Buckshot CDP, Arizona",04,08020
981,39824,696,931,1424,1259,685,335,774,1100,1989,1340,607,507,34854,825,358,754,59,1932,9945,11647,750,8886,2304,710,110,7645,19082,20598,"Bullhead City city, Arizona",04,08220
982,629,3,0,0,0,4,0,0,6,11,6,6,12,37,0,538,0,0,14,0,48,15,125,45,18,0,217,262,367,"Burnside CDP, Arizona",04,08535
983,1834,0,24,22,29,0,0,16,22,12,35,0,8,56,0,1689,0,0,0,151,168,0,229,28,11,0,971,870,964,"Bylas CDP, Arizona",04,08710
984,1423,15,5,35,7,0,0,13,36,6,11,0,0,1405,0,0,0,0,0,508,128,12,232,119,0,0,486,712,711,"Cactus Flats CDP, Arizona",04,08920
985,872,0,4,0,19,10,0,0,68,6,17,32,0,809,43,4,0,0,16,196,156,0,168,49,0,0,120,410,462,"Cactus Forest CDP, Arizona",04,08990
986,1178,6,0,19,6,19,6,11,14,20,22,9,10,26,0,1138,0,0,4,4,142,32,255,28,17,0,443,566,612,"Cameron CDP, Arizona",04,09340
987,58,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,"Campo Bonito CDP, Arizona",04,09580
988,11091,196,242,281,158,136,101,139,279,249,169,174,135,9166,25,1302,10,1,276,1899,2259,138,1863,1121,389,8,2390,5471,5016,"Camp Verde town, Arizona",04,09690
989,395,0,0,0,0,0,0,0,23,0,0,0,0,395,0,0,0,0,0,0,23,0,61,15,0,0,15,210,185,"Cane Beds CDP, Arizona",04,09900
